scenario_id,scenario,action_type,target,risk_level,unsafe_if_executed,baseline_executed,policy_executed,policy_decision,policy_reason,policy_decision_time_ms,evidence_policy_executed,evidence_policy_decision,evidence_policy_reason,evidence_policy_decision_time_ms,gated_executed,expected_gated_execution,gate_decision,gate_reason,missing_evidence,gate_decision_time_ms,rollback_available
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.00233,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.151812,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.174908,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.001895,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.161155,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.136589,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002085,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.152156,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.132157,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002382,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.159662,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.137403,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.001939,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.142794,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.162872,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002491,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.148942,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.177739,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002103,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.148699,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.172424,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002089,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.140468,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.149763,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.00223,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.159662,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.131615,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002492,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.127732,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.138805,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002144,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.142423,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.14011,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002533,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.159338,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.141767,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.00246,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.145481,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.15037,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.00218,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.148863,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.151408,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.001823,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.158386,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.135915,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.001925,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.204797,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.167384,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002021,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.172759,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.166077,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.001879,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.13247,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.153899,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.001892,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.15574,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.149177,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002095,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.123038,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.131508,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.001978,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.134642,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.164966,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002508,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.147218,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.157718,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.001999,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.158771,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.147763,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.00209,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.158741,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.157651,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.001948,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.153664,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.159693,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002035,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.156161,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.147618,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002112,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.153144,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.164821,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.001921,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.148979,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.152364,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002306,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.149,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.151142,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002128,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.131605,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.207134,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002283,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.123202,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.162339,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002193,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.133624,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.150703,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002203,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.128801,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.141034,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002005,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.120756,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.146534,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.001977,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.13672,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.155856,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002076,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.171824,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.149161,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002017,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.156118,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.138025,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.001964,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.154991,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.136335,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002059,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.161077,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.177252,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.00187,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.163954,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.160323,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.001802,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.14779,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.172433,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002151,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.151665,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.14643,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002101,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.136045,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.156534,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002098,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.166129,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.149675,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002101,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.160117,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.15642,True
S3,high-risk action with missing evidence,restart_service,payment-service,HIGH,True,True,True,ALLOW,static policy allowed action,0.002019,False,REQUIRE_MORE_EVIDENCE,required evidence missing,15.165764,False,False,REQUIRE_MORE_EVIDENCE,required evidence missing,incident_freeze_absent,15.153512,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002267,False,BLOCK,intent expired,5.130997,False,False,BLOCK,intent expired,,5.139311,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.003097,False,BLOCK,intent expired,5.136476,False,False,BLOCK,intent expired,,5.104151,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002841,False,BLOCK,intent expired,5.111088,False,False,BLOCK,intent expired,,5.135763,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002627,False,BLOCK,intent expired,5.132343,False,False,BLOCK,intent expired,,5.135749,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002999,False,BLOCK,intent expired,5.149746,False,False,BLOCK,intent expired,,5.166119,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.00286,False,BLOCK,intent expired,5.135099,False,False,BLOCK,intent expired,,5.137377,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.003238,False,BLOCK,intent expired,5.13467,False,False,BLOCK,intent expired,,5.124536,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002627,False,BLOCK,intent expired,5.114341,False,False,BLOCK,intent expired,,5.142802,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002939,False,BLOCK,intent expired,5.139047,False,False,BLOCK,intent expired,,5.126498,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002947,False,BLOCK,intent expired,5.129543,False,False,BLOCK,intent expired,,5.127969,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002711,False,BLOCK,intent expired,5.126215,False,False,BLOCK,intent expired,,5.124681,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002633,False,BLOCK,intent expired,5.135105,False,False,BLOCK,intent expired,,5.132483,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002903,False,BLOCK,intent expired,5.136424,False,False,BLOCK,intent expired,,5.127057,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002532,False,BLOCK,intent expired,5.142846,False,False,BLOCK,intent expired,,5.134189,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.00294,False,BLOCK,intent expired,5.131226,False,False,BLOCK,intent expired,,5.125205,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.00317,False,BLOCK,intent expired,5.099016,False,False,BLOCK,intent expired,,5.131576,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002933,False,BLOCK,intent expired,5.145706,False,False,BLOCK,intent expired,,5.138818,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.00318,False,BLOCK,intent expired,5.132432,False,False,BLOCK,intent expired,,5.111541,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002891,False,BLOCK,intent expired,5.126862,False,False,BLOCK,intent expired,,5.135587,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002953,False,BLOCK,intent expired,5.120321,False,False,BLOCK,intent expired,,5.140393,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002933,False,BLOCK,intent expired,5.13223,False,False,BLOCK,intent expired,,5.139844,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.003161,False,BLOCK,intent expired,5.126163,False,False,BLOCK,intent expired,,5.114455,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002794,False,BLOCK,intent expired,5.109013,False,False,BLOCK,intent expired,,5.134944,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002883,False,BLOCK,intent expired,5.097992,False,False,BLOCK,intent expired,,5.120863,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002278,False,BLOCK,intent expired,5.122484,False,False,BLOCK,intent expired,,5.123579,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002548,False,BLOCK,intent expired,5.135568,False,False,BLOCK,intent expired,,5.118166,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.00299,False,BLOCK,intent expired,5.110501,False,False,BLOCK,intent expired,,5.137724,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002998,False,BLOCK,intent expired,5.132912,False,False,BLOCK,intent expired,,5.136031,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.0029,False,BLOCK,intent expired,5.122603,False,False,BLOCK,intent expired,,5.11063,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002637,False,BLOCK,intent expired,5.100751,False,False,BLOCK,intent expired,,5.108141,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002237,False,BLOCK,intent expired,5.122741,False,False,BLOCK,intent expired,,5.10756,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002121,False,BLOCK,intent expired,5.097784,False,False,BLOCK,intent expired,,5.095135,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002155,False,BLOCK,intent expired,5.106387,False,False,BLOCK,intent expired,,5.103204,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002309,False,BLOCK,intent expired,5.126271,False,False,BLOCK,intent expired,,5.153771,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.003094,False,BLOCK,intent expired,5.127358,False,False,BLOCK,intent expired,,5.119561,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002714,False,BLOCK,intent expired,5.125614,False,False,BLOCK,intent expired,,5.137655,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.003183,False,BLOCK,intent expired,5.158273,False,False,BLOCK,intent expired,,5.12511,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002842,False,BLOCK,intent expired,5.134937,False,False,BLOCK,intent expired,,5.134835,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.003143,False,BLOCK,intent expired,5.128776,False,False,BLOCK,intent expired,,5.12972,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002868,False,BLOCK,intent expired,5.171099,False,False,BLOCK,intent expired,,5.136444,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002702,False,BLOCK,intent expired,5.124296,False,False,BLOCK,intent expired,,5.117684,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002822,False,BLOCK,intent expired,5.098614,False,False,BLOCK,intent expired,,5.100652,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002244,False,BLOCK,intent expired,5.100782,False,False,BLOCK,intent expired,,5.124023,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.00291,False,BLOCK,intent expired,5.106005,False,False,BLOCK,intent expired,,5.106638,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002325,False,BLOCK,intent expired,5.111703,False,False,BLOCK,intent expired,,5.126752,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.003113,False,BLOCK,intent expired,5.13874,False,False,BLOCK,intent expired,,5.125516,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002601,False,BLOCK,intent expired,5.10995,False,False,BLOCK,intent expired,,5.109243,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.003011,False,BLOCK,intent expired,5.13341,False,False,BLOCK,intent expired,,5.116421,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.003103,False,BLOCK,intent expired,5.104615,False,False,BLOCK,intent expired,,5.115807,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002607,False,BLOCK,intent expired,5.113823,False,False,BLOCK,intent expired,,5.113154,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.00286,False,BLOCK,intent expired,5.094786,False,False,BLOCK,intent expired,,5.090738,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002705,False,BLOCK,intent expired,5.118122,False,False,BLOCK,intent expired,,5.084563,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002195,False,BLOCK,intent expired,5.105936,False,False,BLOCK,intent expired,,5.123816,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.00233,False,BLOCK,intent expired,5.139589,False,False,BLOCK,intent expired,,5.10874,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002445,False,BLOCK,intent expired,5.100749,False,False,BLOCK,intent expired,,5.087568,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002271,False,BLOCK,intent expired,5.113569,False,False,BLOCK,intent expired,,5.095008,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002536,False,BLOCK,intent expired,5.114855,False,False,BLOCK,intent expired,,5.099414,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002452,False,BLOCK,intent expired,5.094106,False,False,BLOCK,intent expired,,5.100286,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002174,False,BLOCK,intent expired,5.114574,False,False,BLOCK,intent expired,,5.090071,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002361,False,BLOCK,intent expired,5.099618,False,False,BLOCK,intent expired,,5.10482,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002404,False,BLOCK,intent expired,5.141246,False,False,BLOCK,intent expired,,5.099042,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002328,False,BLOCK,intent expired,5.101322,False,False,BLOCK,intent expired,,5.141661,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002668,False,BLOCK,intent expired,5.093336,False,False,BLOCK,intent expired,,5.106148,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002418,False,BLOCK,intent expired,5.092804,False,False,BLOCK,intent expired,,5.106264,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002187,False,BLOCK,intent expired,5.107417,False,False,BLOCK,intent expired,,5.120507,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002313,False,BLOCK,intent expired,5.12931,False,False,BLOCK,intent expired,,5.117907,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002613,False,BLOCK,intent expired,5.118114,False,False,BLOCK,intent expired,,5.104803,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002579,False,BLOCK,intent expired,5.119701,False,False,BLOCK,intent expired,,5.104188,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002416,False,BLOCK,intent expired,5.11328,False,False,BLOCK,intent expired,,5.064944,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002747,False,BLOCK,intent expired,5.116902,False,False,BLOCK,intent expired,,5.171968,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002729,False,BLOCK,intent expired,5.103452,False,False,BLOCK,intent expired,,5.112549,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.00265,False,BLOCK,intent expired,5.107926,False,False,BLOCK,intent expired,,5.103718,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002538,False,BLOCK,intent expired,5.113756,False,False,BLOCK,intent expired,,5.115245,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.00261,False,BLOCK,intent expired,5.151408,False,False,BLOCK,intent expired,,5.120774,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002739,False,BLOCK,intent expired,5.148864,False,False,BLOCK,intent expired,,5.125023,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.003492,False,BLOCK,intent expired,5.10779,False,False,BLOCK,intent expired,,5.106056,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.00307,False,BLOCK,intent expired,5.10795,False,False,BLOCK,intent expired,,5.111039,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002443,False,BLOCK,intent expired,5.113257,False,False,BLOCK,intent expired,,5.11214,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002374,False,BLOCK,intent expired,5.111581,False,False,BLOCK,intent expired,,5.117643,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.002682,False,BLOCK,intent expired,5.103086,False,False,BLOCK,intent expired,,5.11844,True
S4,expired intent,scale_down,analytics-cluster,MEDIUM,True,True,True,ALLOW,static policy allowed action,0.015223,False,BLOCK,intent expired,5.102347,False,False,BLOCK,intent expired,,5.13339,True
